,coord,dist_meters_to_nearest_mrt,nearest_mrt_code,nearest_mrt_line,dist_meters_to_nearest_mall,nearest_mall_index,dist_meters_to_nearest_commercial_centre,nearest_commercial_centre_index,dist_meters_to_nearest_primary_school,nearest_primary_school_index,dist_meters_to_nearest_secondary_school,nearest_secondary_school_index
10736,"(1.30010805, 103.84667445597408)",138.95388054704273,cc1,cc,200.5858792417178,39,603.2975498644965,37,657.5831708054098,22,238.94041451431107,109
10737,"(1.3123637, 103.80327091227252)",723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
10738,"(1.3123637, 103.80327091227252)",723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
10739,"(1.33043865, 103.85889032862217)",1170.1807861885368,ne10,ne,1062.829703138492,56,1210.6803056828096,32,729.7637644647044,140,681.7148125895993,13
10740,"(1.3307918, 103.7577266)",1738.0604759295024,ew24,ew,1292.5774541324552,147,1192.0557901375948,9,1258.6125524087968,16,1736.5666741284515,34
10741,"(1.3086386499999998, 103.78421974813246)",692.4551567035218,ew22,ew,509.07414165284905,153,694.3961996199773,28,879.0614028878388,49,755.0508126389807,5
10742,"(1.336077, 103.73564200869566)",772.2831634713153,ew25,ew,593.0194974225932,148,253.56856792005334,1,101.06785850332474,56,1446.6363732314298,62
10743,"(1.3306509, 103.7670572)",1489.937999228665,dt5,dt,1541.8686791193393,127,2207.9858987170464,9,759.7969688690505,16,1753.8437357340515,34
10744,"(1.30041555, 103.86167907105472)",229.39909239563042,cc5,cc,242.73727230206637,12,1352.5797250329717,37,617.136237004027,139,1441.0791600605494,109
10745,"(1.29905165, 103.83206970977436)",792.2499954554069,ns23,ns,479.898395309977,31,2057.5602345029856,37,1237.4215642674092,3,1370.2115181232687,50
10746,"(1.34260795, 103.73999429844172)",823.7513046458512,ew25,ew,983.7709343500572,150,1122.6075944298473,1,111.94980169078133,175,646.6592764580553,17
10747,"(1.3859375, 103.8344656879244)",150.0074147986685,te5,te,2008.3420403419905,94,3165.626278911219,18,791.0224171088048,5,1029.9604841925418,97
10748,"(1.36703, 103.88996647282468)",542.4925069557542,ne14,ne,678.7786467592385,115,1400.2136081768397,8,791.4983808536749,95,807.1644472858088,76
10749,"(1.3381490500000002, 103.9223952482078)",619.3112544133108,dt29,dt,1556.0059762796839,68,3032.5869707366915,3,318.57919163717116,40,496.20967514738584,38
10750,"(1.322867, 103.8556658)",781.0350865733645,ne9,ne,1125.6804611893615,62,1357.156275320465,32,238.66959517557777,67,565.5291570539616,13
10751,"(1.4349279, 103.8452818)",1294.5085844801836,ns13,ns,1248.8098625608186,99,3700.1345101303377,2,788.1146031268688,32,515.0385076807069,86
10752,"(1.3440924, 103.8828008)",340.8282386527044,cc12,cc,1146.698404715469,123,1411.9877010768585,31,643.8929746037413,88,383.70613888134733,8
10753,"(1.3533168, 103.7896255)",2053.623192048992,dt6,dt,1721.6365725368923,156,5179.382510632488,28,2248.8888314875812,112,2858.8722590652555,79
10754,"(1.44602465, 103.80500028042132)",748.6196360357368,ns10,ns,761.6907233426264,89,1547.9320584280297,19,378.749142652578,128,233.1657439322663,0
10755,"(1.4465461, 103.8039156707016)",734.7947968250006,ns10,ns,667.0657630030021,104,1446.7302694746836,19,245.50564113055682,128,132.25762643594794,0
10756,"(1.3931066, 103.8963174)",181.5594124678288,ne16,ne,192.72051019477536,107,2062.861949852087,12,241.17667361717992,36,574.1250743015709,36
10757,"(1.31730585, 103.83260746060152)",793.6408430268208,dt10,dt,1129.632011850154,15,1237.4001614062158,29,317.9823882691256,6,470.6958244788949,4
10758,"(1.3159611, 103.836848)",422.13069189861073,dt11,dt,765.0858963826265,58,855.5442201161216,29,366.21002212296054,6,430.3932774490953,4
10759,"(1.2963944, 103.89101386970906)",1361.2754611200485,cc8,cc,1401.0999471884998,72,2423.0529232027698,30,1439.6071570739068,147,1018.9013429765741,32
10760,"(1.3260123, 103.8500626)",785.1994321263621,ns19,ns,416.9870724257146,62,755.5881159072333,32,624.5055681433718,9,1089.5944903959635,26
10761,"(1.31466445, 103.83108413127206)",810.5685640999296,dt11,dt,879.0071890944292,15,1492.4279061579566,29,633.8580592111965,6,790.5284862109661,4
10762,"(1.3136277, 103.8831086)",310.9708694451633,ew9,ew,1153.2395212313183,85,1260.6144458829453,30,544.9721444794229,58,554.0290318956633,51
10763,"(38.9427759, -77.0653642528485)",15530644.284111645,ns11,ns,15530744.784586187,101,15529621.841288894,19,15529763.634347621,102,15530137.396494878,22
10764,"(1.4165054, 103.8436255)",1188.6729725984574,ns14,ns,326.5420416412859,103,2696.999953670206,2,574.739579333929,99,541.9308861540834,85
10765,"(1.31138395, 103.76718230321153)",468.41257331640355,ew23,ew,249.57051777045214,145,1845.1623934339757,35,544.8236972486351,113,363.0671622872899,78
10766,"(1.2909214, 103.8026888)",550.6932187898921,ew19,ew,365.3052493830504,155,423.9752616012183,25,805.4156852628068,124,1214.7974385521238,99
10767,"(1.31730585, 103.83260746060152)",793.6408430268208,dt10,dt,1129.632011850154,15,1237.4001614062158,29,317.9823882691256,6,470.6958244788949,4
10768,"(1.3124025, 103.84117158557598)",354.8022182803312,dt11,dt,601.1181795764415,58,877.4998507870005,29,756.4947362357785,143,993.9775731853846,4
10769,"(1.2933505, 103.83887866386893)",614.3909111548257,dt20,dt,766.4026724892708,17,1308.181310367622,37,1504.491790851261,22,806.1679762669975,89
10770,"(1.3113226999999998, 103.85247580094573)",323.6008293043683,ne8,ne,401.7138360410464,30,1394.7652213041822,29,211.73498943880838,50,1362.6099524740425,109
10771,"(1.3949801, 103.9107893)",1741.5144231988293,ne16,ne,241.46578483519949,119,1806.1585286625887,16,201.78236981726832,92,316.6519766654014,52
10772,"(1.310429, 103.80282102340084)",742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
10773,"(1.44002835, 103.82774103667388)",401.5761175477757,ns12,ns,370.98863307219415,100,3800.174778826499,19,879.0147336127982,1,505.4561219110927,1
10774,"(1.3173555, 103.9158985)",523.1096970073361,ew6,ew,1699.6954434459794,63,2494.289826785208,30,268.4823690988539,144,989.4841372722053,107
10775,"(1.38844105, 103.8720501136976)",2424.652652568955,ne15,ne,313.3152903250095,112,1262.483415788701,18,293.5226086385962,52,730.7112636562321,93
10776,"(1.30010805, 103.84667445597408)",138.95388054704273,cc1,cc,200.5858792417178,39,603.2975498644965,37,657.5831708054098,22,238.94041451431107,109
10777,"(1.3726929499999998, 103.7699175716839)",687.7071417505975,dt2,dt,975.8906940929461,130,5166.456809211162,22,96.75538656820375,15,523.0457812361974,7
10778,"(1.3726929499999998, 103.7699175716839)",687.7071417505975,dt2,dt,975.8906940929461,130,5166.456809211162,22,96.75538656820375,15,523.0457812361974,7
10779,"(1.2937092, 103.8226002)",792.5974713284754,ew18,ew,968.4182848939089,55,2145.062873669531,25,313.9114275687551,3,400.07515426710125,50
10780,"(1.34602025, 103.86719776832936)",664.7043987951536,cc14,cc,745.291916771989,110,810.479249616941,31,334.44446059819643,170,374.3088817675663,147
10781,"(1.3051492, 103.8508098)",255.44891615516175,dt12,dt,117.24270374448868,52,1005.5386968684701,37,736.7561227392641,139,656.6286905578631,109
10782,"(14.4848138, 121.0232316)",2370557.6271254206,cg2,cg,2370212.394936964,70,2368008.261735275,5,2371707.725018669,109,2371953.5055858414,90
10783,"(1.3260123, 103.8500626)",785.1994321263621,ns19,ns,416.9870724257146,62,755.5881159072333,32,624.5055681433718,9,1089.5944903959635,26
10784,"(1.27568865, 103.83822499656318)",542.9493450799641,ew16,ew,863.5680326078693,51,2189.3453478498727,0,185.64199718399092,20,1177.0856936746673,89
10785,"(1.3870489, 103.872999)",2286.669503467199,ne15,ne,404.26916468478595,112,1428.4873166231582,18,349.34212963954656,52,713.0538252543332,93
10786,"(1.3159611, 103.836848)",422.13069189861073,dt11,dt,765.0858963826265,58,855.5442201161216,29,366.21002212296054,6,430.3932774490953,4
10787,"(1.3519289, 103.74714012483932)",418.8422081717393,ns2,ns,312.14638425974016,139,2422.3496243336617,1,743.7920998627858,117,670.2363424618256,56
10788,"(1.3027702, 103.8694351)",656.9235719275727,cc6,cc,382.4224436421492,74,2252.831258705663,37,1355.5919323061562,139,1453.6243244298323,41
10789,"(1.335582, 103.74240553983844)",268.93415884279494,ew24,ew,161.8447932210129,150,893.8243338868058,1,669.7791488623955,56,1430.9702235633831,17
10790,"(1.318947, 103.8475449)",445.6594097732602,ns20,ns,400.8857105547466,59,476.7255345204044,29,265.40114260902226,143,1281.8842747673418,4
10791,"(1.310429, 103.80282102340084)",742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
10792,"(1.3486161, 103.8518466420586)",424.06223427961294,cc15,cc,408.3780309490479,21,473.1925566407882,26,360.13081556661734,82,402.9301096355265,68
10793,"(1.3109393, 103.8037654)",823.5956131614163,cc20,cc,945.5148574033121,19,1601.0972997979165,28,1200.808942553001,97,959.9934775791721,100
10794,"(1.315951, 103.7646195)",112.12204678533087,ew23,ew,126.12440795105393,146,2327.9146759072273,9,146.19785933291385,35,303.6332645638916,34
10795,"(1.3454049, 103.8735736)",585.0122604006823,cc13,cc,577.162731701036,110,662.1944037851746,31,631.9513449992771,88,319.66144704155107,118
10796,"(1.3596403499999998, 103.88338206235008)",196.52440661669968,ne13,ne,204.94780663832367,109,1380.9741938461204,8,814.2044039507277,166,862.6461118512836,145
10797,"(1.3625129, 103.9676378)",1607.0918420702487,dt33,dt,594.1187189142697,87,2378.3449949370824,36,782.1563682694064,162,952.7073822553691,43
10798,"(1.4265523, 103.7784237)",818.4428446387693,ns8,ns,783.1614445108328,98,1440.7324689888192,4,461.51526810236896,55,478.02212422585467,48
10799,"(1.31466445, 103.83108413127206)",810.5685640999296,dt11,dt,879.0071890944292,15,1492.4279061579566,29,633.8580592111965,6,790.5284862109661,4
10800,"(1.33185805, 103.93246045032312)",525.80726247728,dt30,dt,715.6009736505077,68,2750.43836967978,3,204.8988337716225,51,449.8100238132943,10
10801,"(1.3027702, 103.8694351)",656.9235719275727,cc6,cc,382.4224436421492,74,2252.831258705663,37,1355.5919323061562,139,1453.6243244298323,41
10802,"(1.35023625, 103.99750965751522)",1337.5389647752884,cg2,cg,1407.1207187442492,70,2089.9263510734236,6,3971.816532634768,44,4122.0245740047785,43
10803,"(1.2661695, 103.82274169414652)",160.06709005573828,cc29,cc,200.30247462430478,142,3120.500306148459,25,991.6400135124186,125,1176.179521415325,29
10804,"(1.3455515, 103.8815143)",368.6238382136756,cc12,cc,945.1718442767428,123,1204.1449583311407,31,615.2907943126918,94,548.9129373727698,8
10805,"(1.24114335, 103.83961897005884)",3352.696330463496,cc29,cc,3168.0354839641655,142,5310.860003938273,0,3833.8399552137635,20,4374.312500545332,29
10806,"(1.3813168, 103.93649321260236)",1692.136010435536,ew1,ew,686.028662223424,86,615.7810506474775,15,602.9780660955223,93,2056.2873606114804,74
10807,"(1.31466445, 103.83108413127206)",810.5685640999296,dt11,dt,879.0071890944292,15,1492.4279061579566,29,633.8580592111965,6,790.5284862109661,4
10808,"(1.3877522, 103.7694179)",1288.0177609132622,dt1,dt,449.23772628474535,129,3652.3816942688954,22,283.6958417040013,61,497.4213905437244,146
10809,"(1.310429, 103.80282102340084)",742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
10810,"(1.3059383, 103.9142634)",1676.067962685956,ew6,ew,1028.0659745883108,76,2677.1288312333504,30,330.44434984436583,148,365.38480564561206,25
10811,"(1.333298, 103.92297812233502)",578.8841770079376,dt29,dt,1084.924427477882,68,3307.9481081292333,3,296.53461060915447,40,639.4562774361505,38
10812,"(1.3300231500000002, 103.92991755)",772.4148500871147,dt30,dt,438.2898121506245,68,3073.2019721930974,3,218.8327009081816,51,797.7828282426703,10
10813,"(1.3533168, 103.7896255)",2053.623192048992,dt6,dt,1721.6365725368923,156,5179.382510632488,28,2248.8888314875812,112,2858.8722590652555,79
10814,"(1.39490445, 103.87994825262744)",1765.054234077884,ne16,ne,553.9702084122159,122,2015.0183143368747,18,614.6383554149893,132,487.7022599948684,93
10815,"(1.3406712, 103.9591569)",283.5272342564965,dt34,dt,729.0900413995797,69,497.0069156360942,36,771.5637287809632,24,687.5681276798407,24
10816,"(1.3123637, 103.80327091227252)",723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
10817,"(1.39704825, 103.89393329199906)",616.639694582314,ne16,ne,565.9692224347313,107,2527.324854325714,16,516.1899549555849,138,691.220912973074,36
10818,"(1.34704205, 103.75475996994048)",618.4975908742047,ns2,ns,698.3489126478336,139,2268.286511990662,9,202.68011878166232,17,322.06389979783035,20
10819,"(1.30010805, 103.84667445597408)",138.95388054704273,cc1,cc,200.5858792417178,39,603.2975498644965,37,657.5831708054098,22,238.94041451431107,109
10820,"(1.3157947, 103.8320962933791)",759.7008366026623,dt11,dt,971.9843964302703,15,1341.2934282130725,29,465.8231258855556,6,622.464539070591,4
10821,"(1.2908896, 103.83745798944445)",784.9498302397699,dt20,dt,670.959438755771,17,1541.613920265549,37,1463.5458668310673,177,511.4511013172848,89
10822,"(1.3495462, 103.7265472)",854.3524864555152,ew26,ew,1574.721222099948,157,1925.7739934149886,1,613.0877027877304,136,252.7875785234271,49
10823,"(1.2932171, 103.810024069313)",463.354051353526,ew19,ew,743.7779729878976,155,895.8432290712141,25,393.56141367493876,124,367.028510067482,99
10824,"(1.33745435, 103.84324614316505)",344.03173505940595,cc17,cc,844.8565609836353,18,772.1134116387185,32,487.6205157032564,30,530.6631667938444,26
10825,"(1.3664084, 103.95899216574938)",1229.425806056487,dt33,dt,632.5072922397756,87,2121.2369218951753,3,272.1968263645387,162,162.80652679956106,69
10826,"(1.3502778, 103.94119688340358)",609.6393541951047,dt31,dt,348.33126872797135,65,547.9570386814697,3,301.06540544969124,146,336.1606655316485,124
10827,"(1.31064045, 103.85214926006608)",400.6081697155959,ne8,ne,414.0090620880431,30,1422.6624320899634,29,246.628133096285,50,1279.7497197982825,109
10828,"(1.28301625, 103.83988698554164)",307.36368382999416,ew16,ew,332.78733203719844,38,1681.4799248756244,0,796.3654652171143,20,473.6152750703119,89
10829,"(1.37241715, 103.8876040216907)",545.9239149001331,ne14,ne,688.4023998270819,108,1647.6428752807365,12,284.81247675663803,95,240.80648308786175,76
10830,"(1.3123637, 103.80327091227252)",723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
10831,"(1.2671014, 103.81689505)",549.4912439019188,cc29,cc,448.9611581408864,143,2649.974936968006,25,1183.5672692659073,125,1247.2040445287378,29
10832,"(1.3292661, 103.81093081688778)",582.1276403999256,dt8,dt,2182.2485568647876,156,3425.569529865278,28,528.2569017508168,126,738.8133154206589,80
10833,"(1.310429, 103.80282102340084)",742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
10834,"(1.310429, 103.80282102340084)",742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
10835,"(1.3439149499999998, 103.70159103585402)",769.8902112804852,ew27,ew,550.6415370406448,152,1276.9264870791565,11,302.31879214036263,158,128.24942012811113,14
10836,"(1.3159611, 103.836848)",422.13069189861073,dt11,dt,765.0858963826265,58,855.5442201161216,29,366.21002212296054,6,430.3932774490953,4
10837,"(1.4034183, 103.8964235)",1300.5477352431747,ne16,ne,720.4010861269367,106,1909.5475538977764,16,284.97252226750953,119,415.7991905324806,144
10838,"(1.30489855, 103.8276985894598)",506.6219800421735,ns22,ns,296.3890960983745,36,2417.8340537480685,29,1558.798628208235,3,1681.5790325054295,37
10839,"(1.3165593, 103.8298930092109)",579.376786957462,dt10,dt,1088.276195576411,36,1550.5068523253603,29,625.8114837016337,6,560.1631079951186,114
10840,"(1.3456294, 103.74485888520208)",645.0903999537477,ns2,ns,693.7850377959461,139,1719.0589417233339,1,529.089126828304,175,554.285334257598,17
10841,"(1.36703, 103.88996647282468)",542.4925069557542,ne14,ne,678.7786467592385,115,1400.2136081768397,8,791.4983808536749,95,807.1644472858088,76
10842,"(1.32638315, 103.9030432480179)",581.4536509229182,dt27,dt,1280.3490794727272,81,1397.787486293984,30,227.3095806275104,47,197.1271960460654,70
10843,"(1.3124025, 103.84117158557598)",354.8022182803312,dt11,dt,601.1181795764415,58,877.4998507870005,29,756.4947362357785,143,993.9775731853846,4
10844,"(1.398405, 103.888611)",1065.6981642860458,ne16,ne,997.19685746246,107,2714.490412004443,2,400.6513244615867,138,981.9094682972718,77
10845,"(1.3175955, 103.7693303)",536.0213911578892,ew23,ew,592.7251702738697,158,2174.714386700105,35,221.52816126105097,113,659.7108907902303,108
10846,"(1.34619805, 103.75069538251029)",337.7451551359874,ns2,ns,457.7748311548874,139,2055.0123866272884,9,318.95388433857505,17,175.46155481959283,20
10847,"(1.375344, 103.7587454)",539.8118859053944,dt1,dt,522.1525293018877,126,4542.088595618825,22,834.4469318697165,137,586.0524444368177,47
10848,"(1.31730585, 103.83260746060152)",793.6408430268208,dt10,dt,1129.632011850154,15,1237.4001614062158,29,317.9823882691256,6,470.6958244788949,4
10849,"(1.2773432, 103.8456501)",86.8594540477879,ew15,ew,32.1893860254181,51,1436.1451435096324,0,663.1469216704436,20,1369.4902780344787,89
10850,"(1.3260123, 103.8500626)",785.1994321263621,ns19,ns,416.9870724257146,62,755.5881159072333,32,624.5055681433718,9,1089.5944903959635,26
10851,"(1.3051724, 103.78833649436824)",256.41429502943095,cc22,cc,60.591611912740724,161,241.749427705414,28,566.6409370701357,49,581.7988212679751,46
10852,"(1.4264349, 103.8289627518587)",750.192187490511,ns13,ns,835.7945196494562,99,4613.286397566927,2,228.66762044557,72,830.180738173226,81
10853,"(1.36833675, 103.84687972133112)",346.4016587013776,ns16,ns,202.3132124581727,90,1939.2487618094708,26,558.9898427258271,149,487.99322150651864,6
10854,"(1.2985638, 103.88440785352569)",870.1061103421467,cc7,cc,963.6740899509267,75,2391.9126608167635,30,1465.9688497212824,80,294.38143561316866,41
10855,"(1.2773432, 103.8456501)",86.8594540477879,ew15,ew,32.1893860254181,51,1436.1451435096324,0,663.1469216704436,20,1369.4902780344787,89
10856,"(1.36703, 103.88996647282468)",542.4925069557542,ne14,ne,678.7786467592385,115,1400.2136081768397,8,791.4983808536749,95,807.1644472858088,76
10857,"(1.2667184, 103.811492599035)",481.2240201434025,cc28,cc,981.6177539125175,143,2428.480007557057,25,1112.0052021943686,13,1665.5696213606627,29
10858,"(1.3882515, 103.9038371)",1004.4631453984545,ne16,ne,414.74642891833025,121,1435.4968478905705,12,72.08194265714057,103,438.1706917697801,27
10859,"(1.29841635, 103.85717773862802)",279.50078133522175,dt14,dt,173.6152020541945,4,806.2719123840869,37,599.9756984237565,139,945.9919236842153,109
10860,"(1.4066031, 103.90207073683268)",1287.9870580934405,ne17,ne,1.581471608778467e-09,106,1189.961140585069,16,365.32541551277865,155,608.3699751366229,144
10861,"(1.4349279, 103.8452818)",1294.5085844801836,ns13,ns,1248.8098625608186,99,3700.1345101303377,2,788.1146031268688,32,515.0385076807069,86
10862,"(1.3524815, 103.6990818559336)",1658.5658998524616,ew28,ew,404.75481474854456,160,474.4122841324663,11,579.5207879427849,160,325.9361910680276,133
10863,"(1.26522915, 103.81751884226044)",446.78082345888095,cc29,cc,291.03453107619725,143,2862.9489455403923,25,1304.6063921588004,125,1399.72213442617,29
10864,"(1.35548935, 103.75117526396218)",351.9742863813718,ns3,ns,635.4718089268684,139,3006.6810895594167,1,405.4509674117998,84,309.61310598861303,56
10865,"(1.28099045, 103.85274051881804)",171.09967099028373,dt17,dt,139.96852594229884,27,669.171374978812,0,1540.6067389044724,20,1833.351123114421,89
10866,"(1.30062, 103.892783)",969.396354856356,cc8,cc,1000.8302091319861,72,1941.5959190064232,30,997.606994759252,147,567.502842005532,32
10867,"(1.36720995, 103.85324663411852)",509.07179998717754,ns16,ns,599.513181442411,90,1893.4095568975094,26,327.74639327216386,149,136.44605596044866,39
10868,"(1.30358825, 103.82516875239632)",193.80973763072066,ns22,ns,198.79098890672788,50,2722.9083761963625,29,1366.0981842604233,3,1382.335902175738,37
10869,"(1.30010805, 103.84667445597408)",138.95388054704273,cc1,cc,200.5858792417178,39,603.2975498644965,37,657.5831708054098,22,238.94041451431107,109
10870,"(1.3949801, 103.9107893)",1741.5144231988293,ne16,ne,241.46578483519949,119,1806.1585286625887,16,201.78236981726832,92,316.6519766654014,52
10871,"(1.3563844, 103.887314)",488.5912733544095,ne13,ne,415.3010602302123,109,869.6970914761366,8,398.65862277019875,166,385.8818979316011,145
10872,"(1.4050285, 103.9071906)",1143.5635454625406,ne17,ne,595.7791381757954,106,854.7862360362022,16,215.3930851796244,121,368.6926801395206,98
10873,"(1.3795380499999998, 103.74443938415484)",644.1569287935671,ns4,ns,243.96365099840477,133,4112.795187764372,22,325.53185481294594,34,670.0364640792127,19
10874,"(1.3405244, 103.8308628)",1096.5466111389842,cc17,cc,1550.3057593966453,57,2121.9536749129375,32,1019.2278758026476,90,1410.7651007486556,101
10875,"(1.44476015, 103.8318793851922)",305.5079028781076,ns12,ns,226.13367471434958,91,3963.3599120475774,19,1060.7008768948929,32,979.4475092977266,1
10876,"(1.3123637, 103.80327091227252)",723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
10877,"(1.3784672, 103.8650612)",1966.5246258388242,ns16,ns,1109.206264183805,112,1702.1592491693418,18,932.5786962808625,2,1066.9966858598766,112
10878,"(1.3863529, 103.7621685946184)",758.8638271412048,dt1,dt,459.82684326179634,129,3448.5726690755773,22,395.75575280597286,161,332.9983086352585,132
10879,"(1.329537, 103.9478841)",310.97848112212847,ew4,ew,1533.0612176323987,69,2015.9616439401998,7,923.8194692880841,141,562.0122237100333,11
10880,"(1.39408495, 103.90935039717492)",1565.5429073435419,ne16,ne,388.18157098501416,119,1920.1515116667495,16,109.22509874541812,92,474.3125185822556,52
10881,"(1.2667184, 103.811492599035)",481.2240201434025,cc28,cc,981.6177539125175,143,2428.480007557057,25,1112.0052021943686,13,1665.5696213606627,29
10882,"(1.3578738, 103.9695628)",1671.7339928339004,dt33,dt,1144.3619509660787,87,1940.2376418766053,36,1014.244689249949,44,949.2011714230844,43
10883,"(1.29841635, 103.85717773862802)",279.50078133522175,dt14,dt,173.6152020541945,4,806.2719123840869,37,599.9756984237565,139,945.9919236842153,109
10884,"(1.4332343, 103.8015285)",815.398137691071,ns10,ns,775.2610314078775,89,1718.6587299131686,4,439.86609970982096,164,331.4892674664156,136
10885,"(1.3712909, 103.96163684575282)",1388.2521071633948,ew1,ew,584.1079156264284,87,1957.9962553520138,13,181.64315594578926,109,261.15805539698107,90
10886,"(1.3639965, 103.7527407)",604.7448741580492,ns3,ns,1297.0140338135238,131,3879.970434084278,1,751.9787659389177,41,264.2621977229209,122
10887,"(1.3249096, 103.85559309602272)",904.8855343486098,ne9,ne,1042.8630733095351,62,1180.629427295322,32,400.21786135389004,67,546.5343825163778,13
10888,"(1.34485525, 103.94762009972254)",666.4229378534227,ew3,ew,639.4524144663669,69,959.4926361937069,3,728.4450880868689,33,641.0686209302974,124
10889,"(1.3735147, 103.9406677)",960.3627342744651,ew1,ew,577.1263092392381,86,1342.4828338858736,15,673.2428864437717,93,1131.0998925181855,74
10890,"(1.3087813, 103.86316466155785)",161.3575351691451,ew11,ew,193.6520214114472,2,2004.9363599402175,37,851.0417329403178,139,1761.9805921277293,13
10891,"(1.29773195, 103.8559134735316)",303.09058529472117,dt14,dt,56.60490161065846,4,649.2329196981467,37,456.9630359395317,22,822.3198570459016,109
10892,"(1.3404645, 103.88373309629344)",455.2585633551962,cc12,cc,1557.9314570235879,123,1744.5125473526155,31,684.8532766410718,88,157.8826266718745,8
10893,"(1.3219458, 103.8710313)",97.0190288930076,dt24,dt,1109.325947448312,56,2535.3128181704,30,664.2391833931237,12,1197.499678512353,106
10894,"(1.3171376, 103.75970123067364)",650.6060979717643,ew23,ew,608.5794411640285,146,1814.3075140780747,9,485.9513254794943,35,294.7816102771213,34
10895,"(1.2958109, 103.8099501147002)",452.98618672281583,ew19,ew,956.362733409261,155,1113.079399825048,25,234.7365545149669,124,457.4882609850554,99
10896,"(1.4314896, 103.77638162409012)",280.93065143159413,ns8,ns,449.26516612124516,98,1265.7546872179264,4,222.60029078276168,55,132.08144533061719,48
10897,"(1.2786526500000002, 103.82696460606702)",833.9562753572109,ew17,ew,853.2136669020397,55,2699.1222732310457,25,457.4370089568137,26,526.2217028123277,29
10898,"(1.310429, 103.80282102340084)",742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
10899,"(1.3230833, 103.7712763)",1111.1524960788022,ew23,ew,1174.463362573085,146,2601.691842374549,35,845.1989545365241,113,1114.9803332240244,108
10900,"(1.38662505, 103.76016854804128)",789.293588608359,dt1,dt,683.4638522430265,129,3354.7695795555014,22,349.2110533140359,161,186.79911205458598,132
10901,"(1.2963944, 103.89101386970906)",1361.2754611200485,cc8,cc,1401.0999471884998,72,2423.0529232027698,30,1439.6071570739068,147,1018.9013429765741,32
10902,"(1.327212, 103.90385838129563)",599.1613064789204,dt27,dt,1408.5185992301422,81,1526.337790444812,30,270.8038037074809,47,241.76273495528906,70
10903,"(1.4405121, 103.8017118)",80.7113913035015,ns10,ns,56.413804585646524,89,1744.927575985156,4,308.6905042976869,0,516.3073025860268,136
10904,"(1.30483465, 103.837707431439)",528.1470493437371,ns23,ns,199.19851867461685,54,1705.686536349275,37,1566.5449087665315,6,1359.9658623456348,109
10905,"(1.3602446499999998, 103.86511076372146)",964.052185421829,cc14,cc,557.4881771078282,116,1275.8548536071974,31,302.6804406115114,27,626.6430867566064,94
10906,"(1.313826, 103.7569264)",930.8196557823607,ew23,ew,867.208366761826,146,1883.7162598631392,9,112.91766711000439,122,458.6047762840125,123
10907,"(1.42624035, 103.848421140429)",1534.4385654053217,ns13,ns,1190.959624210058,103,2765.0243739089046,2,167.29647629284588,104,683.1520218198831,85
10908,"(1.3129422000000002, 103.84155234754564)",402.99386101636594,dt11,dt,528.8734785267204,58,808.6459323834814,29,683.5709780937647,143,971.7802773620014,4
10909,"(1.3171376, 103.75970123067364)",650.6060979717643,ew23,ew,608.5794411640285,146,1814.3075140780747,9,485.9513254794943,35,294.7816102771213,34
10910,"(1.3691925, 103.869834)",1966.3107616598047,ne13,ne,668.5371567005035,116,2002.3921265437364,31,699.3173846618284,130,107.9376674187187,112
10911,"(1.4349279, 103.8452818)",1294.5085844801836,ns13,ns,1248.8098625608186,99,3700.1345101303377,2,788.1146031268688,32,515.0385076807069,86
10912,"(1.30010805, 103.84667445597408)",138.95388054704273,cc1,cc,200.5858792417178,39,603.2975498644965,37,657.5831708054098,22,238.94041451431107,109
10913,"(1.3393381, 103.7638932)",1330.4479014903318,dt5,dt,1395.951388849762,125,2227.9522552561684,9,385.60652617542684,16,1480.025961399241,20
10914,"(1.350828, 103.8694869)",366.18829356598786,cc13,cc,309.7656777354683,110,316.190776780905,31,255.11704756031278,170,246.22668409590278,147
10915,"(1.3202232, 103.910475)",289.58952347686136,ew6,ew,1764.0127354969147,76,1902.771798663974,30,804.4670797119139,144,1268.486835309134,70
10916,"(1.3742037, 103.8281398)",985.667301818393,te6,te,1998.9421256275914,94,3414.9751457277484,26,669.3328364865022,31,668.1601639606997,28
